post_id,utility_id,year,language,annotator1_task_a,annotator1_task_b,annotator2_task_a,annotator2_task_b,task_a_agreement,task_b_agreement,both_tasks_agreement
279237922171183,U03,2012,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2383547681958607,U12,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
2391778717542749,U04,2019,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
5251442641546006,U03,2022,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
3256026184421005,U03,2020,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
883498197293113,U11,2024,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1727981157278571,U01,2018,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
979610397537998,U05,2024,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
956179189635467,U09,2024,Italian,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
1035510266588811,U05,2017,German,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,True,True,True
10158379977116714,U10,2022,Swedish,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
1010260205717340,U01,2016,Finnish,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,True,True,True
1093277725478597,U07,2024,Dutch,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
2339158926107740,U03,2019,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1212826515523851,U05,2018,German,Flood / stormwater / wastewater / sewer,Operational update / resolution,Flood / stormwater / wastewater / sewer,Operational update / resolution,True,True,True
1911559348920750,U01,2018,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
2866304276726533,U03,2019,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2167284253348257,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
2258637287782981,U12,2019,Finnish,Water quality / safety / public health,Reassurance / safety information,Water quality / safety / public health,Reassurance / safety information,True,True,True
1177573552319337,U01,2016,Finnish,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,True,True,True
235573419799645,U03,2011,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
829426803747634,U03,2014,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
